tablescraper-selected-row,tablescraper-selected-row href,grey
"We need to care for the earth so that it may continue, as God willed, to be a source of life for the entire human family.",https://twitter.com/Pontifex/status/590439874576023553,"Apr 21, 2015"
"Mary, Mother of Sorrows, help us to understand God’s will in moments of great suffering.",https://twitter.com/Pontifex/status/589005443734745088,"Apr 17, 2015"
The Lord never tires of forgiving us.  It is we who get tired of asking for pardon.,https://twitter.com/Pontifex/status/587906695944278016,"Apr 14, 2015"
We can bring the Gospel to others only if it has made a deep impact in our lives.,https://twitter.com/Pontifex/status/586440993496416256,"Apr 10, 2015"
"Lord, give us the gift of tears, the ability to cry for our sins and so receive your forgiveness.",https://twitter.com/Pontifex/status/586093494822801408,"Apr 09, 2015"
"Lord, help us to live the virtue of generosity, to love without limits.",https://twitter.com/Pontifex/status/585006831342202880,"Apr 06, 2015"
Christ is risen!  Christ is alive and journeys with us!,https://twitter.com/Pontifex/status/584629090105204737,"Apr 05, 2015"
The Cross of Christ is not a defeat: the Cross is love and mercy.,https://twitter.com/Pontifex/status/583932014325149696,"Apr 03, 2015"
Jesus washes the feet of the Apostles.  Are we ready to serve others like this?,https://twitter.com/Pontifex/status/583569583908360193,"Apr 02, 2015"
"Confession is the sacrament of the tenderness of God, his way of embracing us.",https://twitter.com/Pontifex/status/582844835159142402,"Mar 31, 2015"
Holy Week is a privileged time when we are called to draw near to Jesus: friendship with him is shown in times of difficulty.,https://twitter.com/Pontifex/status/582440901596725248,"Mar 30, 2015"
"As disciples of Christ, how can we not be concerned for the good of the weakest?",https://twitter.com/Pontifex/status/581772794536411136,"Mar 28, 2015"
"Life is a precious gift, but we realize this only when we give it to others.",https://twitter.com/Pontifex/status/581386939309260800,"Mar 27, 2015"
The laity are called to become a leaven of Christian living within society.,https://twitter.com/Pontifex/status/581032919172444160,"Mar 26, 2015"
Suffering is a call to conversion: it reminds us of our frailty and vulnerability.,https://twitter.com/Pontifex/status/580311879878246400,"Mar 24, 2015"
May every Church and Christian community be a place of mercy amid so much indifference.,https://twitter.com/Pontifex/status/579961012146741248,"Mar 23, 2015"
Let us allow God to fill our hearts with his goodness and mercy.,https://twitter.com/Pontifex/status/577786517935894528,"Mar 17, 2015"
Lent is a time for drawing near to Christ by listening to the word of God and celebrating the sacraments.,https://twitter.com/Pontifex/status/576661576876331008,"Mar 14, 2015"
"Beware of getting too comfortable!  When we are comfortable, it’s easy to forget other people.",https://twitter.com/Pontifex/status/575967020929318912,"Mar 12, 2015"
"In the roughest moments, remember: God is our Father; God does not abandon his children.",https://twitter.com/Pontifex/status/575219659185655809,"Mar 10, 2015"
Humility saves man: pride makes him lose his way.,https://twitter.com/Pontifex/status/574887440260800512,"Mar 09, 2015"
Let us build our lives of faith on the rock who is Christ.,https://twitter.com/Pontifex/status/574147591119613953,"Mar 07, 2015"
"If we are too attached to riches, we are not free.  We are slaves.",https://twitter.com/Pontifex/status/573400086572498944,"Mar 05, 2015"
"The heart grows hard when it does not love.  Lord, give us a heart that knows how to love.",https://twitter.com/Pontifex/status/572682923649843200,"Mar 03, 2015"
"Jesus intercedes for us each day.  Let us pray: Lord, have mercy on me; intercede for me!",https://twitter.com/Pontifex/status/571625895556849664,"Feb 28, 2015"
There is no sin that God cannot pardon.  All we need to do is ask for forgiveness.,https://twitter.com/Pontifex/status/569081647364071424,"Feb 21, 2015"
The Sacraments are the manifestation of the Father’s tenderness and love towards each of us.,https://twitter.com/Pontifex/status/568726819316183040,"Feb 20, 2015"
"Wherever there are men and women who have consecrated their lives to God, there you find joy.",https://twitter.com/Pontifex/status/568354061885382656,"Feb 19, 2015"
"Lord, grant us the grace to know we are sinners.",https://twitter.com/Pontifex/status/568002002296258561,"Feb 18, 2015"
"During Lent, let us find concrete ways to overcome our indifference.",https://twitter.com/Pontifex/status/567609487742099456,"Feb 17, 2015"
Jesus came to bring joy to everyone in every age.,https://twitter.com/Pontifex/status/567250813660065793,"Feb 16, 2015"
Jesus is not a figure from the past: he continues now and always to light the way for us.,https://twitter.com/Pontifex/status/564349968962445313,"Feb 08, 2015"
"Having faith does not mean having no difficulties, but having the strength to face them, knowing we are not alone.",https://twitter.com/Pontifex/status/563609544224276481,"Feb 06, 2015"
We are all sinners.  We are all called to a conversion of heart.,https://twitter.com/Pontifex/status/562551828340944896,"Feb 03, 2015"
A credible witness to truth and to the values of the Gospel is urgently needed.,https://twitter.com/Pontifex/status/561456385905291264,"Jan 31, 2015"
True love does not pay attention to the evil it suffers.  It rejoices in doing good.,https://twitter.com/Pontifex/status/560731597905743872,"Jan 29, 2015"
"Auschwitz cries out with the pain of immense suffering and pleads for a future of respect, peace and encounter among peoples.",https://twitter.com/Pontifex/status/560029550466199554,"Jan 27, 2015"
Practicing charity is the best way to evangelize.,https://twitter.com/Pontifex/status/558918164604399617,"Jan 24, 2015"
Every Life is a Gift. #marchforlife,https://twitter.com/Pontifex/status/558232682354597888,"Jan 22, 2015"
Sa aking mga kaibigan sa Sri Lanka at Pilipinas: Naway pagpalain kayo ng Diyos. Sana´y patuloy niyo akong ipagdasal.,https://twitter.com/Pontifex/status/557076267367813120,"Jan 19, 2015"
To my friends in Sri Lanka and the Philippines: May God bless you all!  Please pray for me.,https://twitter.com/Pontifex/status/557076247407104000,"Jan 19, 2015"
Madalas nating makalimutang pagtuunan ng pansin ang mga bagay na talagang mahalaga. Nakakalimutan natin na tayo'y Anak ng Diyos.,https://twitter.com/Pontifex/status/556768478284099584,"Jan 18, 2015"
How often we forget to dedicate ourselves to that which truly matters!  We forget that we are children of God.,https://twitter.com/Pontifex/status/556767993359659009,"Jan 18, 2015"
"Bilang Kristiyano, miyembro ng pamilya ng Diyos, tinatawag tayo upang hanapin at paglingkuran ang lahat ng mga nangangailangan.",https://twitter.com/Pontifex/status/556670374771847168,"Jan 18, 2015"
"We who are Christians, members of God’s family, are called to go out to the needy and to serve them.",https://twitter.com/Pontifex/status/556669826853134337,"Jan 18, 2015"
"Ang kahabagan ng Diyos, ang kanyang sakripisyo, ay nagbibigay saysay at halaga sa lahat ng ating paghihirap.",https://twitter.com/Pontifex/status/556406129018667010,"Jan 17, 2015"
"The com-passion of God, his suffering-with-us, gives meaning and worth to our struggles and our sufferings.",https://twitter.com/Pontifex/status/556405603870851074,"Jan 17, 2015"
Ang pamilya  ay ang pinakamahalagang kayamanan ng isang bansa. Naway pagsikapan nating ipagtanggol at patatagin itong pundasyon ng lipunan.,https://twitter.com/Pontifex/status/556058807525060609,"Jan 16, 2015"
"The family is the greatest treasure of any country.  Let us all work to protect and strengthen this, the cornerstone of society.",https://twitter.com/Pontifex/status/556058359074287616,"Jan 16, 2015"
Ang Pilipinas ay patunay ng kabataan at kasiglahan ng Simbahan.,https://twitter.com/Pontifex/status/555998421350223872,"Jan 16, 2015"
The Philippines bear witness to the youthfulness and vitality of the Church.,https://twitter.com/Pontifex/status/555997950338293760,"Jan 16, 2015"
දෙවියන්වහන්සේ  ලක් දිව ආශීර්වාද කර රැක ගන්නා සේක්වා,https://twitter.com/Pontifex/status/555635584341778432,"Jan 15, 2015"
இறைவன் இலங்கையை ஆசீர்வதித்து காப்பாராக.,https://twitter.com/Pontifex/status/555635542239358977,"Jan 15, 2015"
May God bless and protect Sri Lanka.,https://twitter.com/Pontifex/status/555635539433377793,"Jan 15, 2015"
"Saint Joseph Vaz, teach us to grow in holiness and to live the Gospel’s message of mercy.",https://twitter.com/Pontifex/status/555273167464173568,"Jan 14, 2015"
Please pray with me for everyone in Sri Lanka and the Philippines as I begin my trip.,https://twitter.com/Pontifex/status/554593711397425153,"Jan 12, 2015"
Sunday is the Lord’s Day. Let us find time to be with him.,https://twitter.com/Pontifex/status/553838709812908033,"Jan 10, 2015"
#PrayersForParis,https://twitter.com/Pontifex/status/553110150551060483,"Jan 08, 2015"
Jesus came to save us: let us not reject this marvellous gift!,https://twitter.com/Pontifex/status/552381608079015936,"Jan 06, 2015"
"Lord, help us to recognize you in the sick, poor and suffering.",https://twitter.com/Pontifex/status/552056983063244801,"Jan 05, 2015"
Christianity spreads through the joy of disciples who know that they are loved and saved.,https://twitter.com/Pontifex/status/551332182489198592,"Jan 03, 2015"
"How many innocent people and children suffer in the world! Lord, grant us your peace!",https://twitter.com/Pontifex/status/550569632394792960,"Jan 01, 2015"
"Lord, thank you!",https://twitter.com/Pontifex/status/550245035820593153,"Dec 31, 2014"
"Today people are suffering from poverty, but also from lack of love.",https://twitter.com/Pontifex/status/549882640409456640,"Dec 30, 2014"
The Christian family is missionary: it announces the love of God to the world.,https://twitter.com/Pontifex/status/549146503822848001,"Dec 28, 2014"
Let us pray today for all those who are persecuted for their Christian faith.,https://twitter.com/Pontifex/status/548425494559879169,"Dec 26, 2014"
With Jesus there is true joy.,https://twitter.com/Pontifex/status/548063169633980416,"Dec 25, 2014"
May we try to listen and be silent in order to make space for the beauty of God.,https://twitter.com/Pontifex/status/547708281922150402,"Dec 24, 2014"
"At times we are slaves of sin.  Lord, come to free us!",https://twitter.com/Pontifex/status/547345924297465856,"Dec 23, 2014"
"If Jesus is to become the centre of our life, we need to spend time in his presence, before the Tabernacle.",https://twitter.com/Pontifex/status/546228583207665664,"Dec 20, 2014"
The Lord put it clearly: you cannot serve two masters.  You have to choose between God and money.,https://twitter.com/Pontifex/status/545523426970963969,"Dec 18, 2014"
It is so important to listen!  Husbands and wives need to communicate to bring happiness and serenity to family life.,https://twitter.com/Pontifex/status/544782785253089283,"Dec 16, 2014"
Today is my anniversary of ordination to the priesthood. Please pray for me and all priests.,https://twitter.com/Pontifex/status/543684310381756416,"Dec 13, 2014"
"Our Lady of Guadalupe, pray for us!",https://twitter.com/Pontifex/status/543329452923424769,"Dec 12, 2014"
Ecology is essential for the survival of mankind; it is a moral issue which affects all of us.,https://twitter.com/Pontifex/status/542982208093298688,"Dec 11, 2014"
The family is a community of love where each of us learns to relate to others and to the world around us.,https://twitter.com/Pontifex/status/542259633167949825,"Dec 09, 2014"
Let us learn from the Virgin Mary how to be bolder in obeying the word of God.,https://twitter.com/Pontifex/status/541879917038686208,"Dec 08, 2014"
My video message for Iraqi Christians,https://twitter.com/Pontifex/status/541260856915292160,"Dec 06, 2014"
"Advent begins a new journey.  May Mary, our Mother, be our guide.",https://twitter.com/Pontifex/status/541141500160012289,"Dec 06, 2014"
"Advent increases our hope, a hope which does not disappoint.  The Lord never lets us down.",https://twitter.com/Pontifex/status/540470608237064192,"Dec 04, 2014"
Slaves no more. We are all brothers and sisters. #EndSlavery,https://twitter.com/Pontifex/status/539742749814431744,"Dec 02, 2014"
"The Church is called to draw near to every person, beginning with the poorest and those who suffer.",https://twitter.com/Pontifex/status/539705563001524224,"Dec 02, 2014"
Love is the measure of faith.,https://twitter.com/Pontifex/status/537885341030445056,"Nov 27, 2014"
"When we meet a person truly in need, do we see the face of God?",https://twitter.com/Pontifex/status/536057040548794368,"Nov 22, 2014"
Let us seek to live in a way that is always worthy of our Christian vocation.,https://twitter.com/Pontifex/status/535361930869760000,"Nov 20, 2014"
There is so much noise in the world! May we learn to be silent in our hearts and before God.,https://twitter.com/Pontifex/status/534651745574461440,"Nov 18, 2014"
"A Christian brings peace to others. Not only peace, but also love, kindness, faithfulness and joy.",https://twitter.com/Pontifex/status/533541178767982592,"Nov 15, 2014"
"War destroys, kills, impoverishes. Lord, give us your peace!",https://twitter.com/Pontifex/status/532823444983787520,"Nov 13, 2014"
"Work is so important for human dignity, for building up a family, for peace!",https://twitter.com/Pontifex/status/532110540298915840,"Nov 11, 2014"
"I ask all people of goodwill to help build a culture of encounter, solidarity and peace. #fotw25",https://twitter.com/Pontifex/status/531461271984435200,"Nov 09, 2014"
"The Church is ever on a journey, seeking new ways to announce the Gospel.",https://twitter.com/Pontifex/status/531025372884635649,"Nov 08, 2014"
Indifference towards those in need is not acceptable for a Christian.,https://twitter.com/Pontifex/status/530284978068680706,"Nov 06, 2014"
Being humble helps us share the burdens of others.,https://twitter.com/Pontifex/status/529558879038738433,"Nov 04, 2014"
"A good example brings about so much good, but hypocrisy brings about much evil.",https://twitter.com/Pontifex/status/528486637575995395,"Nov 01, 2014"
"The principal mission of the Church is evangelization, bringing the Good News to everyone.",https://twitter.com/Pontifex/status/527746932253286400,"Oct 30, 2014"
May we help people to discover the joy of the Christian message: a message of love and mercy.,https://twitter.com/Pontifex/status/527019511501701120,"Oct 28, 2014"
"Jesus’ Cross shows the full force of evil, but also the full power of God’s mercy.",https://twitter.com/Pontifex/status/525910891070361600,"Oct 25, 2014"
The family is where we are formed as people.  Every family is a brick in the building of society.,https://twitter.com/Pontifex/status/525187374561517569,"Oct 23, 2014"
"If faith is to be strong and healthy, it must be constantly nourished by the Word of God.",https://twitter.com/Pontifex/status/524485328321531904,"Oct 21, 2014"
To change the world we must be good to those who cannot repay us.,https://twitter.com/Pontifex/status/523432087756357633,"Oct 18, 2014"
A Christian is merciful by nature; this is heart of the Gospel.,https://twitter.com/Pontifex/status/522701025140948992,"Oct 16, 2014"
"O Lord, comfort all those who suffer, especially the sick, the poor and the unemployed.",https://twitter.com/Pontifex/status/521974984948723712,"Oct 14, 2014"
"The spiritual power of the Sacraments is boundless.  With grace, we can overcome every obstacle.",https://twitter.com/Pontifex/status/520864166622400512,"Oct 11, 2014"
"Dear young people, Christ is counting on you to be his friends and witnesses to his infinite love.",https://twitter.com/Pontifex/status/520470248861220865,"Oct 10, 2014"
"Let us ask the Lord for the grace not to speak badly of others, not to criticize, not to gossip, but rather to love everyone.",https://twitter.com/Pontifex/status/519442094771810304,"Oct 07, 2014"
"Come, Holy Spirit. Bestow upon us your gifts during the Synod. #prayforsynod",https://twitter.com/Pontifex/status/519074610415808513,"Oct 06, 2014"
"As we begin the Synod on the Family, let us ask the Lord to show us the way forward. #prayforsynod",https://twitter.com/Pontifex/status/518660618077741056,"Oct 05, 2014"
"As Jesus told Martha in the Gospel, one thing is necessary: prayer. #praywithus",https://twitter.com/Pontifex/status/518310616558084096,"Oct 04, 2014"
Happy families are essential for the Church and for society.  #prayforsynod,https://twitter.com/Pontifex/status/517947297573793792,"Oct 03, 2014"
A Synod means walking together but also praying together.  I ask all the faithful to participate. #praywithus,https://twitter.com/Pontifex/status/517607481950752768,"Oct 02, 2014"
Division within a Christian community is a very grave sin; it is the work of the devil.,https://twitter.com/Pontifex/status/516852512628826112,"Sep 30, 2014"
"There is the tendency to place ourselves and our ambitions at the center of our lives. This is very human, but it is not Christian.",https://twitter.com/Pontifex/status/515772890860355584,"Sep 27, 2014"
Jesus understands our weaknesses and sins; and he forgives us if we allow ourselves to be forgiven.,https://twitter.com/Pontifex/status/515048128982970369,"Sep 25, 2014"
"When a society lacks God, even prosperity is joined by a terrible spiritual poverty.",https://twitter.com/Pontifex/status/514334822253481984,"Sep 23, 2014"
"Dear young people, listen within: Christ is knocking at the door of your heart.",https://twitter.com/Pontifex/status/513258797666562049,"Sep 20, 2014"
"Mary, give us the grace of being joyful as we walk in the freedom of the children of God.",https://twitter.com/Pontifex/status/512534016193343489,"Sep 18, 2014"
"The Lord is always there waiting to give us his love: it is an amazing thing, one which never ceases to surprise us!",https://twitter.com/Pontifex/status/511813056901287936,"Sep 16, 2014"
"Despite our sins, we can say with Peter: Lord, you know everything, you know that I love you.",https://twitter.com/Pontifex/status/510676798338654208,"Sep 13, 2014"
"We cannot trust in our own strength, but only in Jesus and in his mercy.",https://twitter.com/Pontifex/status/509989761616867328,"Sep 11, 2014"
God’s faithfulness is stronger than our unfaithfulness and our infidelities.,https://twitter.com/Pontifex/status/509246100306284544,"Sep 09, 2014"
"Jesus is the Good Shepherd.  He seeks us out and he stays near us even though we are sinners, indeed because we are sinners.",https://twitter.com/Pontifex/status/508194149871263745,"Sep 06, 2014"
I pray every day for all who are suffering in Iraq. Please join me.,https://twitter.com/Pontifex/status/507840587748241409,"Sep 05, 2014"
Our Christian witness is authentic when it is faithful and unconditional.,https://twitter.com/Pontifex/status/507430403909513217,"Sep 04, 2014"
The Christian who does not feel that the Virgin Mary is his or her mother is an orphan.,https://twitter.com/Pontifex/status/506718221223747584,"Sep 02, 2014"
The Lord always forgives us and walks at our side.  We have to let him do that.,https://twitter.com/Pontifex/status/505618441303109632,"Aug 30, 2014"
"From the cross, Christ teaches us to love even those who do not love us.",https://twitter.com/Pontifex/status/504908271543533569,"Aug 28, 2014"
God’s love is unbounded: it has no limits!,https://twitter.com/Pontifex/status/504198074265133056,"Aug 26, 2014"
Christians knows how to give.  Their lives are filled with generous acts – often hidden – towards their neighbour.,https://twitter.com/Pontifex/status/503095099555725312,"Aug 23, 2014"
"Let us ask the Lord for this grace: that our hearts become free and filled with light, so that we can rejoice as children of God.",https://twitter.com/Pontifex/status/502384926843355136,"Aug 21, 2014"
"한국의 친구들이여, 고맙습니다. 하느님의 뜻에 따라 저는 곧 아시아에 다시 올 것입니다.
#Philippines #SriLanka",https://twitter.com/Pontifex/status/501640230152060928,"Aug 19, 2014"
"Thank you, my friends in Korea. God willing, I will be back in Asia very soon. #Philippines #SriLanka",https://twitter.com/Pontifex/status/501639713258602496,"Aug 19, 2014"
"So many innocent people have been driven from their homes in Iraq. Lord, we pray they may go back soon.",https://twitter.com/Pontifex/status/501322668331659268,"Aug 18, 2014"
예수님이 지신 십자가의 힘을 믿으십시오! 예수님께서 보여주신 화해의 은총을 받아 이웃과 나누시기 바랍니다.,https://twitter.com/Pontifex/status/501277872858734592,"Aug 18, 2014"
Trust in the power of Christ’s Cross!  Receive his reconciling grace and share it!,https://twitter.com/Pontifex/status/501277377616285699,"Aug 18, 2014"
"Lord, with so much violence in Iraq, may we persevere in our prayer and generosity.",https://twitter.com/Pontifex/status/500960256097140738,"Aug 17, 2014"
우리는 하느님의 자비로 구원받았습니다. 이 기쁜 소식을 지치지 말고 온 세상에 다 함께 전합시다.,https://twitter.com/Pontifex/status/500915477455990784,"Aug 17, 2014"
It is by God’s mercy that we are saved. May we never tire of spreading this joyful message to the world.,https://twitter.com/Pontifex/status/500914994410582021,"Aug 17, 2014"
교회가 하느님의 사랑 안에서 더욱 경건하고 낮은 자세로 가난한 사람들과 외롭고 병든자들을 섬길 수 있도록 기도합시다,https://twitter.com/Pontifex/status/500839964603478018,"Aug 17, 2014"
"Let us pray that the Church be holier and more humble, loving God by serving the poor, the lonely and the sick.",https://twitter.com/Pontifex/status/500839456690016256,"Aug 17, 2014"
Let us not forget the cry of Christians and all vulnerable populations in Iraq.,https://twitter.com/Pontifex/status/500597862749577217,"Aug 16, 2014"
순교자들은 저희에게 부와 명성과 영예는 중요하지 않다고 가르치고 있습니다. 예수님이 유일하고 진정한 보물입니다.,https://twitter.com/Pontifex/status/500477573734752256,"Aug 16, 2014"
"The martyrs teach us that wealth, prestige and honor have little importance: Christ is the only true treasure.",https://twitter.com/Pontifex/status/500477064231665664,"Aug 16, 2014"
"My heart bleeds especially when I think of the children in Iraq. May Mary, Our Mother, protect them.",https://twitter.com/Pontifex/status/500235507620519938,"Aug 15, 2014"
"친애하는 젊은이들에게, 예수님은 저희에게 우리 삶에서 정말 중요한 것들을 놓치지 않고 볼 수 있도록 항상 각성하고 깨어 있으라고 하셨습니다.",https://twitter.com/Pontifex/status/500190677259407360,"Aug 15, 2014"
"Dear young people, Christ asks you to be wide awake and alert, to see the things in life that really matter.",https://twitter.com/Pontifex/status/500190175947804672,"Aug 15, 2014"
"천주의 성모마리아님, 저희가 하느님의 계획에 따라 세상을 바꿀 수 있도록 도와주십시오.",https://twitter.com/Pontifex/status/500115204177268736,"Aug 15, 2014"
"Mary, Queen of Heaven, help us to transform the world according to God’s plan.",https://twitter.com/Pontifex/status/500114710860017665,"Aug 15, 2014"
"Mary, Queen of Peace, help us to root out hatred and live in harmony.",https://twitter.com/Pontifex/status/499873111072727041,"Aug 14, 2014"
"성 요한 바오로 2세님, 저희 그리고 특별히 젊은이들을 위해 기도해주십시오.",https://twitter.com/Pontifex/status/499828330103713793,"Aug 14, 2014"
"Saint John Paul II, pray for us and especially for our youth.",https://twitter.com/Pontifex/status/499827792473645056,"Aug 14, 2014"
한국에 하느님의 은총이 함께 하시기를 - 특별히 노년층과 젋은이들에게.,https://twitter.com/Pontifex/status/499752789254213635,"Aug 14, 2014"
"May God bless Korea – and in a special way, the elderly and the young people.",https://twitter.com/Pontifex/status/499752316019277825,"Aug 14, 2014"
I thank all those who are courageously helping our brothers and sisters in Iraq.,https://twitter.com/Pontifex/status/499510723110633472,"Aug 13, 2014"
"한국으로의 여정을 시작하며, 한국과 아시아 전역을 위한 저의 기도에 동참해주시기를 부탁드립니다.",https://twitter.com/Pontifex/status/499465885052964864,"Aug 13, 2014"
"As I begin my trip, I ask you to join me in praying for Korea and for all of Asia.",https://twitter.com/Pontifex/status/499465449692606464,"Aug 13, 2014"
"An appeal to all families: when you say your prayers, remember all those forced from their homes in Iraq. #PrayForPeace",https://twitter.com/Pontifex/status/498517922034114560,"Aug 10, 2014"
"The news coming from Iraq pains me. Lord, teach us to live in solidarity with all those who suffer.",https://twitter.com/Pontifex/status/498438660321050624,"Aug 10, 2014"
"Those driven from their homes in Iraq depend on us. I ask all to pray, and for those who are able, to give material assistance.",https://twitter.com/Pontifex/status/498363167907397632,"Aug 10, 2014"
"Violence is not conquered by violence. Lord, send us the gift of peace. #prayforpeace",https://twitter.com/Pontifex/status/498151812306726913,"Aug 09, 2014"
I ask the international community to protect all those suffering violence in Iraq.,https://twitter.com/Pontifex/status/498091387242311681,"Aug 09, 2014"
I ask all Catholic parishes and communities to offer a special prayer this weekend for Iraqi Christians.,https://twitter.com/Pontifex/status/498015880756727808,"Aug 09, 2014"
"Lord, we pray that  you sustain those who have been deprived of everything in Iraq. #prayforpeace",https://twitter.com/Pontifex/status/497796950989615104,"Aug 08, 2014"
Please take a moment today to pray for all those who have been forced from their homes in Iraq. #PrayForPeace,https://twitter.com/Pontifex/status/497744090071453698,"Aug 08, 2014"
I ask all men and women of goodwill to join me in praying for Iraqi Christians and all vulnerable populations.,https://twitter.com/Pontifex/status/497713902134640640,"Aug 08, 2014"
"The Christian is someone who can decrease so that the Lord may increase, in his heart and in the heart of others.",https://twitter.com/Pontifex/status/497321301212532736,"Aug 07, 2014"
"If you hoard material possessions, they will rob you of your soul.",https://twitter.com/Pontifex/status/496596541402935296,"Aug 05, 2014"
"When we do not adore God, we adore something else.  Money and power are false idols which often take the place of God.",https://twitter.com/Pontifex/status/495494769213063171,"Aug 02, 2014"
"May each family rediscover family prayer, which helps to bring about mutual understanding and forgiveness.",https://twitter.com/Pontifex/status/494762200456634370,"Jul 31, 2014"
May we be always more grateful for the help of domestic workers and caregivers; theirs is a precious service.,https://twitter.com/Pontifex/status/494052020127424513,"Jul 29, 2014"
"When one lives attached to money, pride or power, it is impossible to be truly happy.",https://twitter.com/Pontifex/status/492257915290390528,"Jul 24, 2014"
The great threat in today’s world is the loneliness of hearts oppressed by greed.,https://twitter.com/Pontifex/status/491513507934777345,"Jul 22, 2014"
"The Lord loves a cheerful giver.  May we learn to be generous in giving, free from the love of material possessions.",https://twitter.com/Pontifex/status/490435951202557953,"Jul 19, 2014"
"The Church, by her nature, is missionary. She exists so that every man and woman may encounter Jesus.",https://twitter.com/Pontifex/status/489711167850291200,"Jul 17, 2014"
"Dear young people, do not be mediocre; the Christian life challenges us with great ideals.",https://twitter.com/Pontifex/status/488993887902388224,"Jul 15, 2014"
The World Cup allowed people from different countries and religions to come together. May sport always promote the culture of encounter.,https://twitter.com/Pontifex/status/487899216606273538,"Jul 12, 2014"
"Do not be afraid to cast yourselves into the arms of God; whatever he asks of you, he will repay a hundredfold.",https://twitter.com/Pontifex/status/487174462928736257,"Jul 10, 2014"
"With God, nothing is lost; but without him, everything is lost.",https://twitter.com/Pontifex/status/486457185136685056,"Jul 08, 2014"
"Dear young people, do not give up your dreams of a more just world!",https://twitter.com/Pontifex/status/484645255627542528,"Jul 03, 2014"
To live as true children of God means to love our neighbour and to be close to those who are lonely and in difficulty.,https://twitter.com/Pontifex/status/483912951049371649,"Jul 01, 2014"
"Jesus, help us to love God as Father and our neighbour as ourselves.",https://twitter.com/Pontifex/status/483527903905189889,"Jun 30, 2014"
May Saints Peter and Paul bless the city of Rome and the entire pilgrim Church throughout the world.,https://twitter.com/Pontifex/status/483195727711965186,"Jun 29, 2014"
"To be friends with God means to pray with simplicity, like children talking to their parents.",https://twitter.com/Pontifex/status/482833305134321664,"Jun 28, 2014"
"In the face of life’s difficulties, let us ask the Lord for the strength to remain joyful witnesses to our faith.",https://twitter.com/Pontifex/status/482439950252523520,"Jun 27, 2014"
The family is essential to sustaining human and social development.,https://twitter.com/Pontifex/status/482107506789851136,"Jun 26, 2014"
How I wish everyone had decent work!  It is essential for human dignity.,https://twitter.com/Pontifex/status/481367133494865922,"Jun 24, 2014"
"Let us pray for the Christian communities in the Middle East, that they may continue to live in the land where Christianity was born.",https://twitter.com/Pontifex/status/481019595088609281,"Jun 23, 2014"
There is so much indifference in the face of suffering.  May we overcome indifference with concrete acts of charity.,https://twitter.com/Pontifex/status/479931670137540610,"Jun 20, 2014"
There is never a reason to lose hope.  Jesus says: “I am with you until the end of the world”.,https://twitter.com/Pontifex/status/479553979894886401,"Jun 19, 2014"
"Sometimes we cast the elderly aside, but they are a precious treasure: to cast them aside is an injustice and an irreparable loss.",https://twitter.com/Pontifex/status/478843749863141376,"Jun 17, 2014"
May the Lord bless the family and strengthen it in this moment of crisis.,https://twitter.com/Pontifex/status/478450914345238530,"Jun 16, 2014"
"We run the risk of forgetting the suffering which doesn’t affect us personally.  May we respond to it, and may we pray for peace in Syria.",https://twitter.com/Pontifex/status/477759905269436418,"Jun 14, 2014"
"May we not resist the Holy Spirit but allow him to work in our lives, so that he can renew us, the Church and the world.",https://twitter.com/Pontifex/status/477389973776125952,"Jun 13, 2014"
"I wish everyone a wonderful World Cup, played in a spirit of true fraternity.",https://twitter.com/Pontifex/status/476989844053188608,"Jun 12, 2014"
"Let us pray for all victims of sexual violence in conflict, and those working to end this crime. #TimeToAct",https://twitter.com/Pontifex/status/476272581431930881,"Jun 10, 2014"
"May we never talk about others behind their backs, but speak to them openly about what we think.",https://twitter.com/Pontifex/status/475940396271280128,"Jun 09, 2014"
I ask all people of good will to join us today in praying for peace in the Middle East. #weprayforpeace,https://twitter.com/Pontifex/status/475623300781973504,"Jun 08, 2014"
Prayer is all-powerful. Let us use it to bring peace to the Middle East and peace to the world. #weprayforpeace,https://twitter.com/Pontifex/status/475215649078145025,"Jun 07, 2014"
"Peace is a gift of God, but requires our efforts. Let us be people of peace in prayer and deed. #weprayforpeace",https://twitter.com/Pontifex/status/474853227897180160,"Jun 06, 2014"
"Like the Good Samaritan, may we not be ashamed of touching the wounds of those who suffer, but try to heal them with concrete acts of love.",https://twitter.com/Pontifex/status/474477026301050880,"Jun 05, 2014"
"Thank you to all teachers: educating is an important mission, which draws young people to what is good, beautiful and true.",https://twitter.com/Pontifex/status/473766101554196481,"Jun 03, 2014"
"At times we can be self-absorbed.  Lord, help us to open our hearts to others and to serve those who are most vulnerable.",https://twitter.com/Pontifex/status/473392392087674881,"Jun 02, 2014"
"In the difficult moments of life, Christians can turn to the Mother of God and find protection and care.",https://twitter.com/Pontifex/status/472671627683966976,"May 31, 2014"
"Every Christian can witness to God in the workplace, not only with words, but above all with an honest life.",https://twitter.com/Pontifex/status/472264939634053120,"May 30, 2014"
"May we enter into true friendship with Jesus, so that following him closely, we may live with and for him.",https://twitter.com/Pontifex/status/471939026358771712,"May 29, 2014"
"Dear friends, please pray for me during my pilgrimage to the Holy Land.",https://twitter.com/Pontifex/status/470107999080431616,"May 24, 2014"
"To live by faith means to put our lives in the hands of God, especially in our most difficult moments.",https://twitter.com/Pontifex/status/469779790036475904,"May 23, 2014"
